,person,offer_id,time_received,time_viewed,time_transaction,time_completed,amount_with_offer,label_effective_offer
55433,7727.0,4,21.0,,",21.5",,17.73,0
55434,7727.0,1,17.0,17.25,",18.25",18.25,14.29,1
55435,7727.0,8,24.0,24.0,,,0.0,0
55436,7798.0,3,17.0,,",19.25",19.25,20.71,1
55437,7798.0,2,21.0,,25.0,,5.87,1
55438,7798.0,1,24.0,24.75,",25.0,25.5,26.25",26.25,28.020000000000003,1
55439,8346.0,4,14.0,,",14.75,21.75",21.75,20.35,1
55440,8346.0,3,17.0,19.0,",21.75",21.75,14.74,1
55441,8346.0,7,24.0,25.25,24.0,,7.7,1
55442,8570.0,6,7.0,7.25,",13.25,16.25",,5.15,0
55443,8570.0,5,14.0,14.0,",16.25,19.25",,1.9100000000000001,0
55444,8570.0,2,21.0,,24.0,,0.58,1
55445,8570.0,1,24.0,24.0,",24.0,27.0",,1.0899999999999999,0
55446,8870.0,8,7.0,12.25,",10.25",,1.74,0
55447,8870.0,8,24.0,,",25.0,27.0,27.25",27.25,13.8,1
55448,8870.0,6,14.0,14.5,",15.75,17.5,20.0,20.25",20.25,10.21,1
55449,8870.0,5,21.0,21.5,",21.0,21.25",21.25,7.95,1
55450,8884.0,1,7.0,7.0,",7.5",7.5,22.2,1
55451,8884.0,9,14.0,14.0,",15.25",15.25,16.48,1
55452,8884.0,9,17.0,17.25,",19.75",19.75,26.43,1
55453,8884.0,3,21.0,21.0,",21.5",21.5,19.24,1
55454,8884.0,6,24.0,24.5,",24.5",24.5,21.68,1
55455,8889.0,0,7.0,9.5,",9.25",9.25,20.36,1
55456,8889.0,0,17.0,17.75,",17.75",17.75,19.99,1
55457,8889.0,9,14.0,14.25,",15.5",15.5,17.3,1
55458,8889.0,5,21.0,21.25,",23.0",23.0,25.31,1
55459,8889.0,1,24.0,24.0,",25.75",25.75,25.29,1
55460,9041.0,0,14.0,15.75,,,0.0,0
55461,9041.0,7,17.0,17.0,-1,,0.0,-1
55462,9041.0,6,21.0,21.25,",26.75",,15.88,0
55463,9041.0,6,24.0,24.0,",26.75",26.75,15.88,1
55464,9224.0,9,7.0,7.0,",7.75",7.75,14.48,1
55465,9248.0,6,7.0,7.25,",7.25",7.25,12.69,1
55466,9248.0,4,14.0,,",15.0,17.0,17.75",17.75,26.29,1
55467,9248.0,4,21.0,,",23.25,26.5,28.75",28.75,24.09,1
55468,9248.0,3,17.0,,",17.0,17.75",17.75,14.69,1
55469,9248.0,0,24.0,26.5,",26.5,28.75",,15.440000000000001,0
55470,9396.0,1,7.0,7.0,",8.75,10.0",,7.6,0
55471,9396.0,1,14.0,14.75,",16.0",,0.99,0
55472,9396.0,6,17.0,18.75,",22.0,24.25",,1.16,0
55473,9396.0,6,24.0,29.25,",24.25",,0.96,0
55474,9419.0,3,14.0,,",19.25",19.25,10.04,1
55475,9419.0,3,21.0,21.25,",22.75",22.75,10.94,1
55476,9419.0,3,24.0,29.0,",24.5",24.5,5.8,1
55477,9419.0,2,17.0,,19.25,,10.04,1
55478,9656.0,7,14.0,,-1,,0.0,-1
55479,9656.0,7,24.0,24.0,26.25,,16.36,1
55480,9656.0,5,17.0,18.25,",19.75",19.75,7.7,1
55481,9968.0,9,7.0,,,,0.0,0
55482,9968.0,4,14.0,,",17.75,20.0",,2.33,0
55483,9968.0,1,17.0,17.5,",17.75,20.0",,2.33,0
55484,9968.0,8,21.0,22.25,",25.5",25.5,6.76,1
55485,9968.0,2,24.0,,25.5,,6.76,1
55486,10009.0,5,7.0,8.75,",7.5",7.5,28.05,1
55487,10009.0,6,14.0,,",14.0",14.0,33.27,1
55488,10009.0,6,21.0,21.5,",23.0",23.0,27.99,1
55489,10009.0,9,17.0,17.75,",18.75",18.75,22.71,1
55490,10009.0,3,24.0,24.0,",29.0",29.0,30.02,1
55491,10323.0,6,17.0,18.0,",17.5",17.5,13.52,1
55492,10323.0,0,21.0,22.5,",21.25",21.25,18.29,1
55493,10323.0,7,24.0,24.5,24.75,,15.22,1
55494,10472.0,1,21.0,22.0,",22.25,22.5,24.0",,8.94,0
55495,10537.0,6,7.0,9.0,",12.75",,5.76,0
55496,10537.0,6,24.0,24.0,",26.0,28.25",28.25,18.68,1
55497,10537.0,4,14.0,,",19.25",,3.7199999999999998,0
55498,10537.0,9,17.0,,",19.25",,3.7199999999999998,0
55499,10537.0,8,21.0,21.0,",26.0",26.0,5.62,1
55500,10717.0,5,7.0,13.5,",14.0",,3.02,0
55501,10717.0,6,14.0,14.0,",14.0,14.75,15.25,15.75",15.75,11.23,1
55502,10717.0,7,17.0,18.25,20.0,,3.7199999999999998,1
55503,10717.0,0,21.0,21.25,",21.25,22.0,22.25,25.25,25.5,25.75,26.25,27.5,28.0",,25.82,0
55504,10922.0,9,7.0,8.25,",8.25",8.25,18.17,1
55505,10922.0,9,14.0,15.0,",18.0",18.0,22.45,1
55506,10922.0,8,17.0,17.0,",18.0",18.0,22.45,1
55507,10922.0,2,24.0,24.75,25.5,,16.24,1
55508,11001.0,9,7.0,,",11.5,13.25",,3.65,0
55509,11001.0,9,24.0,25.75,",24.25,26.75,27.25",,6.58,0
55510,11001.0,6,14.0,14.25,",15.25,15.5,16.0,16.25",16.25,14.83,1
55511,11001.0,4,21.0,,",22.0,22.75,23.5,24.25,26.75,27.25",,13.61,0
55512,11233.0,6,7.0,7.75,",7.25,8.25,13.0,15.0",15.0,10.64,1
55513,11233.0,0,14.0,,",15.0,17.75,18.25,19.0",19.0,24.8,1
55514,11233.0,1,17.0,17.75,",17.75,18.25,19.0",19.0,19.77,1
55515,11233.0,4,21.0,,",21.25,21.5,27.75",,14.240000000000002,0
55516,11233.0,9,24.0,,",27.75",,8.82,0
55517,11346.0,6,7.0,8.25,",7.0",7.0,13.25,1
55518,11346.0,2,14.0,,16.5,,13.85,1
55519,11346.0,7,17.0,18.75,-1,,0.0,-1
55520,11346.0,9,21.0,21.0,",21.0",21.0,24.02,1
55521,11475.0,4,14.0,,",17.5,18.5,21.0,21.5",21.5,27.310000000000002,1
55522,11475.0,7,17.0,17.5,17.5,,7.12,1
55523,11475.0,5,21.0,21.0,",21.0,21.5",21.5,11.670000000000002,1
55524,12039.0,9,7.0,9.0,",14.0",14.0,20.11,1
55525,12039.0,6,17.0,18.25,",18.5",18.5,13.54,1
55526,12039.0,6,21.0,22.75,",25.75",25.75,16.11,1
55527,12039.0,2,24.0,26.25,25.75,,16.11,1
55528,12050.0,8,7.0,7.75,",9.0",9.0,11.31,1
55529,12050.0,6,14.0,14.5,",15.75,16.25",16.25,22.990000000000002,1
55530,12050.0,1,17.0,17.75,",20.25",20.25,25.53,1
55531,12050.0,1,21.0,21.75,",24.25",,8.67,0
55532,12050.0,1,24.0,24.25,",24.25,27.5",27.5,27.79,1
55533,12317.0,6,7.0,9.75,",13.0",13.0,27.3,1
55534,12317.0,9,14.0,,",14.0",14.0,23.85,1
55535,12317.0,5,17.0,18.75,",17.25",17.25,26.27,1
55536,12317.0,7,21.0,,21.75,,31.61,1
55537,12317.0,1,24.0,24.25,",25.5",25.5,10.82,1
55538,12346.0,7,7.0,8.25,9.75,,21.89,1
55539,12346.0,3,14.0,14.0,,,0.0,0
55540,12346.0,9,21.0,21.0,",25.25",25.25,28.62,1
55541,12424.0,5,14.0,14.0,",14.75,15.5,16.25,16.75",16.75,7.740000000000001,1
55542,12424.0,9,17.0,,",17.0,18.5,19.5",,7.380000000000001,0
55543,12424.0,9,24.0,27.25,",27.25,28.25,29.5",29.5,20.83,1
55544,12424.0,4,21.0,,",27.25,28.25,29.5",29.5,20.83,1
55545,12710.0,2,14.0,,15.0,,6.38,1
55546,12710.0,2,21.0,,24.25,,9.51,1
55547,12710.0,2,24.0,,24.25,,9.51,1
55548,12710.0,4,17.0,,",24.25",,9.51,0
55549,13241.0,8,7.0,7.5,",9.25",9.25,17.58,1
55550,13241.0,6,17.0,17.25,",17.25",17.25,20.88,1
55551,13241.0,1,21.0,22.0,",21.75",21.75,18.56,1
55552,13342.0,1,7.0,13.75,",7.75",7.75,16.74,1
55553,13342.0,3,14.0,15.5,",16.0",16.0,25.13,1
55554,13342.0,4,17.0,,",20.75,25.25",25.25,34.51,1
55555,13342.0,2,21.0,21.75,-1,,0.0,-1
55556,13342.0,0,24.0,24.75,",25.25",25.25,19.72,1
55557,13781.0,7,7.0,9.75,-1,,0.0,-1
55558,13781.0,9,14.0,16.0,",18.5",18.5,14.85,1
55559,13781.0,4,17.0,,",18.5,23.5",23.5,23.43,1
55560,13781.0,0,24.0,24.0,",24.75",24.75,13.02,1
55561,13850.0,1,7.0,7.25,",7.25,8.25,9.25,10.0,10.25,10.5,10.75,11.75",,23.23,0
55562,13850.0,1,14.0,15.25,",15.5,18.5",,10.049999999999999,0
55563,13850.0,5,17.0,,",18.5",18.5,9.35,1
55564,13850.0,3,21.0,,",24.0,27.75",,6.8,0
55565,14208.0,8,7.0,8.0,",8.25,9.5,10.5",10.5,19.05,1
55566,14208.0,6,14.0,14.0,",15.25,15.5",15.5,18.68,1
55567,14208.0,3,17.0,23.75,",19.25",19.25,6.84,1
55568,14208.0,5,24.0,24.75,",25.5,26.0",26.0,16.29,1
55569,14588.0,5,7.0,9.75,",7.75",7.75,7.82,1
55570,14588.0,2,17.0,,-1,,0.0,-1
55571,14588.0,1,21.0,22.25,",23.75",23.75,15.46,1
55572,14630.0,4,14.0,,",14.75,16.25,18.0,22.5",22.5,20.19,1
55573,14630.0,2,17.0,,18.0,,10.82,1
55574,14630.0,6,21.0,21.5,",22.5,22.75,24.75",24.75,16.200000000000003,1
55575,14630.0,8,24.0,24.25,",24.75",24.75,8.06,1
55576,15260.0,6,14.0,14.25,",15.0",15.0,17.58,1
55577,15260.0,1,21.0,21.0,",22.75",22.75,12.78,1
55578,15260.0,5,24.0,25.75,",24.5",24.5,28.87,1
55579,15590.0,5,7.0,7.25,",7.25,7.5,8.0",8.0,7.760000000000001,1
55580,15590.0,8,14.0,14.5,",15.25",15.25,7.18,1
55581,15590.0,8,21.0,21.25,",21.5,21.75,23.25,25.25,25.75",,9.23,0
55582,15726.0,0,7.0,9.5,",11.25",11.25,35.99,1
55583,15726.0,9,17.0,20.0,,,0.0,0
55584,15726.0,1,21.0,21.75,",25.0",25.0,30.2,1
55585,15726.0,4,24.0,25.0,",25.0",25.0,30.2,1
55586,15772.0,3,14.0,14.25,,,0.0,0
55587,15772.0,7,17.0,17.0,-1,,0.0,-1
55588,15772.0,7,21.0,22.0,22.5,,29.03,1
55589,15772.0,1,24.0,24.5,,,0.0,0
55590,15879.0,5,14.0,14.75,",15.0,16.0",16.0,12.92,1
55591,15879.0,5,17.0,17.25,",18.25,19.25,23.25",,5.26,0
55592,15879.0,5,24.0,24.0,",26.5",,2.79,0
55593,16237.0,5,7.0,8.5,",10.75",10.75,12.18,1
55594,16237.0,0,21.0,21.5,,,0.0,0
55595,16237.0,6,24.0,24.0,,,0.0,0
55596,16241.0,6,7.0,7.75,",7.75",7.75,10.08,1
55597,16241.0,7,14.0,14.5,15.0,,7.63,1
55598,16241.0,7,21.0,22.0,21.25,,4.78,1
55599,16241.0,1,17.0,18.75,",21.25",,4.78,0
55600,16706.0,8,7.0,8.75,,,0.0,0
55601,16706.0,7,17.0,19.5,17.0,,8.16,1
55602,16706.0,6,21.0,21.5,",24.0,28.75",28.75,12.77,1
55603,16706.0,9,24.0,24.75,",24.0,28.75",28.75,12.77,1
55604,30.0,8,7.0,7.75,",11.5",11.5,25.42,1
55605,30.0,5,17.0,18.25,",20.25",20.25,31.53,1
55606,30.0,5,24.0,25.25,",26.5",26.5,24.99,1
55607,30.0,0,21.0,,",21.75",21.75,23.01,1
55608,675.0,0,7.0,7.75,",8.25",8.25,27.31,1
55609,675.0,0,17.0,17.75,",17.5",17.5,25.75,1
55610,675.0,1,14.0,14.25,",15.0",15.0,10.7,1
55611,675.0,1,24.0,24.0,",24.25",24.25,14.58,1
55612,786.0,4,7.0,,",12.75,16.25",16.25,40.26,1
55613,786.0,0,14.0,,",16.25",16.25,22.08,1
55614,786.0,7,17.0,17.0,17.0,,12.71,1
55615,786.0,8,21.0,22.0,",22.5",22.5,22.29,1
55616,786.0,9,24.0,,",26.0",26.0,23.44,1
55617,794.0,8,14.0,15.0,",15.25",15.25,11.38,1
55618,794.0,8,21.0,,",22.0,24.25",24.25,10.11,1
55619,794.0,9,17.0,17.5,",18.75,22.0",22.0,11.870000000000001,1
55620,794.0,9,24.0,,",24.25,27.5",27.5,13.219999999999999,1
55621,877.0,5,7.0,7.25,",10.5",10.5,12.31,1
55622,877.0,2,17.0,19.25,19.25,,17.96,1
55623,943.0,8,7.0,8.5,",9.5",9.5,18.39,1
55624,943.0,8,17.0,17.5,",17.5",17.5,15.48,1
55625,943.0,4,14.0,15.0,",15.5,16.0",16.0,23.52,1
55626,943.0,7,21.0,21.25,21.5,,14.04,1
55627,943.0,5,24.0,24.25,",27.75",27.75,10.51,1
55628,1179.0,3,14.0,14.75,",14.5",14.5,11.78,1
55629,1179.0,2,17.0,18.0,18.5,,14.71,1
55630,1179.0,6,21.0,21.25,",21.5",21.5,10.41,1
55631,1230.0,9,14.0,,",15.25",,9.89,0
55632,1230.0,6,21.0,22.0,",22.25,28.0",,4.39,0
55633,1230.0,5,24.0,24.25,",28.0",,2.38,0
55634,1249.0,5,7.0,7.5,",8.0,8.25,8.75",8.75,8.260000000000002,1
55635,1249.0,1,17.0,18.25,",21.0,22.0",,4.26,0
55636,1249.0,9,21.0,24.75,",21.0,22.0,25.5",,4.8,0
55637,1552.0,6,7.0,7.5,,,0.0,0
55638,1552.0,8,21.0,21.5,,,0.0,0
55639,1718.0,5,7.0,8.0,,,0.0,0
55640,1718.0,1,14.0,16.0,",17.75",17.75,16.97,1
55641,1718.0,2,17.0,17.75,17.75,,16.97,1
55642,1718.0,7,21.0,21.75,22.5,,25.77,1
55643,1977.0,4,7.0,7.5,",7.0,8.5",8.5,29.29,1
55644,1977.0,6,17.0,18.75,",18.75",18.75,11.35,1
55645,1977.0,5,21.0,21.5,",22.75",22.75,17.82,1
55646,1977.0,0,24.0,25.25,",25.0",25.0,18.09,1
55647,1998.0,9,7.0,7.0,,,0.0,0
55648,1998.0,9,14.0,14.25,,,0.0,0
55649,1998.0,4,21.0,21.0,",24.0",24.0,21.71,1
55650,2164.0,9,14.0,,,,0.0,0
55651,2164.0,9,24.0,,",28.0",,5.93,0
55652,2164.0,4,17.0,,",21.5,21.75,22.0,22.25,23.25",,16.490000000000002,0
55653,2164.0,7,21.0,21.75,21.5,,8.14,1
55654,2217.0,7,14.0,,16.0,,5.86,1
55655,2217.0,7,21.0,26.5,21.75,,9.39,1
55656,2217.0,6,17.0,17.5,",17.75",17.75,10.74,1
55657,2248.0,3,7.0,,",7.75",7.75,6.45,1
55658,2248.0,3,21.0,,",22.25,23.75,24.0,25.5",,16.75,0
55659,2248.0,3,24.0,,",24.0",24.0,6.73,1
55660,2248.0,6,14.0,14.0,",14.75,15.75",15.75,13.76,1
55661,2248.0,9,17.0,,",17.0,17.5,17.75,18.0,19.0,20.25,22.25",22.25,12.280000000000001,1
55662,2383.0,0,7.0,9.75,",9.5,11.5,12.0,12.75",,15.87,0
55663,2383.0,2,14.0,,-1,,0.0,-1
55664,2383.0,2,17.0,,20.75,,7.25,1
55665,2383.0,9,21.0,,",22.0",,4.45,0
55666,2383.0,6,24.0,24.5,,,0.0,0
55667,2386.0,7,7.0,8.75,-1,,0.0,-1
55668,2386.0,9,14.0,14.75,,,0.0,0
55669,2386.0,8,21.0,21.25,,,0.0,0
55670,2386.0,5,24.0,26.5,,,0.0,0
55671,2848.0,4,7.0,,",7.25,8.0",8.0,37.44,1
55672,2848.0,9,21.0,,",25.0",25.0,29.63,1
55673,2848.0,6,24.0,24.5,",25.0",25.0,29.63,1
55674,2854.0,4,7.0,,",11.0,15.75,16.5",16.5,24.03,1
55675,2854.0,0,17.0,17.5,",17.75,19.75,21.25,22.75",22.75,41.730000000000004,1
55676,2854.0,5,21.0,21.0,",21.25,22.75",22.75,25.45,1
55677,2854.0,6,24.0,24.0,",27.0",,6.85,0
55678,3165.0,0,7.0,8.0,",9.25",9.25,23.45,1
55679,3165.0,0,21.0,22.0,",27.25",27.25,19.11,1
55680,3165.0,6,14.0,14.0,",14.0",14.0,17.74,1
55681,3165.0,5,17.0,18.25,",17.5",17.5,10.15,1
55682,3165.0,3,24.0,,",27.25",27.25,19.11,1
55683,3209.0,4,14.0,,",18.0",18.0,21.76,1
55684,3209.0,4,24.0,,,,0.0,0
55685,3209.0,2,17.0,18.0,18.0,,21.76,1
55686,3209.0,6,21.0,,",22.0",22.0,30.21,1
55687,3254.0,9,7.0,8.25,",10.5",10.5,11.12,1
55688,3254.0,9,17.0,,",18.5",18.5,14.57,1
55689,3254.0,3,14.0,16.5,",18.5",18.5,14.57,1
55690,3254.0,6,21.0,21.0,",22.75,26.25",26.25,19.44,1
55691,3254.0,0,24.0,26.5,",26.25",26.25,14.63,1
55692,3436.0,9,7.0,7.25,",7.25",7.25,21.67,1
55693,3436.0,1,17.0,18.0,",19.75",19.75,22.47,1
55694,3815.0,3,14.0,,",18.75,20.5",,4.93,0
55695,3815.0,8,17.0,17.0,",18.75,20.5,21.5,21.75",,7.61,0
55696,3815.0,7,21.0,,21.5,,2.39,1
55697,3815.0,7,24.0,25.25,24.75,,2.47,1
55698,4503.0,5,24.0,24.0,",24.25",24.25,15.51,1
55699,4600.0,2,7.0,7.5,7.5,,9.02,1
55700,4600.0,2,14.0,15.75,15.75,,4.49,1
55701,4600.0,6,17.0,17.0,",17.25,17.5,18.5,23.5,24.0,25.25,25.75",,21.6,0
55702,4600.0,6,24.0,24.0,",24.0",24.0,2.06,1
55703,4600.0,7,21.0,22.25,23.5,,1.04,1
55704,4984.0,0,7.0,7.75,",8.0",8.0,21.87,1
55705,4984.0,0,14.0,,",16.75",16.75,14.96,1
55706,4984.0,0,17.0,,,,0.0,0
55707,4984.0,0,24.0,24.5,",24.5",24.5,21.63,1
55708,5085.0,1,7.0,7.5,",8.75",8.75,31.82,1
55709,5085.0,1,24.0,24.0,",25.75",25.75,31.47,1
55710,5085.0,3,14.0,15.25,",14.75",14.75,27.27,1
55711,5085.0,9,17.0,17.25,",18.5",18.5,22.51,1
55712,5085.0,7,21.0,21.5,-1,,0.0,-1
55713,5110.0,7,14.0,17.0,16.75,,10.19,1
55714,5110.0,3,21.0,21.25,",24.5",24.5,15.42,1
55715,5153.0,0,14.0,18.5,",15.5",15.5,11.55,1
55716,5153.0,0,24.0,24.0,",24.75,25.0,25.25,27.0,29.75",,9.8,0
55717,5153.0,7,21.0,21.5,21.5,,1.74,1
55718,5338.0,0,7.0,7.25,",9.25",9.25,18.24,1
55719,5338.0,7,14.0,16.0,-1,,0.0,-1
55720,5338.0,9,17.0,22.5,",18.0",18.0,30.46,1
55721,5338.0,6,24.0,24.25,",25.25",25.25,13.08,1
55722,5487.0,7,17.0,20.0,19.5,,16.83,1
55723,5487.0,9,21.0,21.25,",22.25",22.25,29.38,1
55724,5487.0,3,24.0,24.5,,,0.0,0
55725,6205.0,0,7.0,8.5,",8.5,12.0",,19.66,0
55726,6205.0,0,17.0,17.75,",19.0",19.0,17.89,1
55727,6205.0,9,24.0,,",24.75",24.75,10.55,1
55728,6629.0,4,14.0,14.75,",15.25,20.0",20.0,42.86,1
55729,6629.0,0,17.0,18.5,",20.0",20.0,26.94,1
55730,6629.0,0,21.0,21.0,,,0.0,0
55731,6629.0,7,24.0,24.5,-1,,0.0,-1
55732,6835.0,9,7.0,,",8.25",8.25,23.52,1
55733,6835.0,3,14.0,17.25,",17.75",17.75,6.07,1
55734,6835.0,0,21.0,21.0,",22.75,23.25",23.25,16.82,1
55735,6835.0,8,24.0,25.25,",26.5",26.5,14.27,1
55736,6838.0,9,14.0,,",15.0,17.5",17.5,105.28,1
55737,6838.0,3,17.0,,",17.5",17.5,102.24,1
55738,6838.0,4,21.0,,",22.75,26.75,27.25",,8.96,0
55739,6838.0,1,24.0,26.25,",26.75,27.25",,3.81,0
55740,6866.0,2,7.0,,8.5,,24.77,1
55741,6866.0,2,24.0,,24.5,,20.13,1
55742,6866.0,1,14.0,14.75,",14.5",14.5,16.25,1
55743,7395.0,5,14.0,14.75,",14.0,15.25",15.25,11.71,1
55744,7395.0,1,17.0,18.0,",17.0,18.0,18.75,19.25,19.5",,20.67,0
55745,7395.0,4,24.0,27.0,",27.0,29.0,29.25,29.5",,8.8,0
55746,7429.0,0,7.0,7.5,",8.25,8.75,10.25,10.5,11.75",11.75,49.31,1
55747,7429.0,7,14.0,15.25,15.25,,6.3,1
55748,7429.0,2,21.0,22.25,21.0,,2.89,1
55749,7439.0,3,7.0,,",7.75",7.75,30.15,1
55750,7439.0,2,14.0,15.25,16.5,,6.44,1
55751,7439.0,2,24.0,,28.0,,25.51,1
55752,7605.0,2,7.0,7.25,-1,,0.0,-1
55753,7605.0,0,17.0,17.25,",19.0",19.0,20.8,1
55754,7779.0,7,7.0,7.25,7.5,,27.66,1
55755,7779.0,3,21.0,22.0,",22.75",22.75,26.6,1
55756,7975.0,0,7.0,7.0,",9.0,9.25,12.0,13.5",,13.799999999999999,0
55757,7975.0,0,14.0,14.75,",16.25,18.5,20.75",,5.45,0
55758,7975.0,8,17.0,20.0,",18.5,20.75,21.75",,7.73,0
55759,7975.0,2,21.0,,21.75,,3.08,1
55760,8043.0,0,7.0,9.0,,,0.0,0
55761,8043.0,0,24.0,,,,0.0,0
55762,8043.0,1,17.0,17.25,",21.75",,19.31,0
55763,8043.0,1,21.0,21.0,",21.75",21.75,19.31,1
55764,8726.0,0,7.0,7.5,,,0.0,0
55765,8726.0,0,24.0,,,,0.0,0
55766,8726.0,6,14.0,14.0,",20.25",,9.0,0
55767,8726.0,4,17.0,20.75,",20.25",,9.0,0
55768,8851.0,1,7.0,7.25,",8.5",,6.85,0
55769,8851.0,8,14.0,16.0,",16.5",,1.58,0
55770,8851.0,3,17.0,,",22.5",22.5,9.32,1
55771,8851.0,0,21.0,21.5,",22.5",,9.32,0
55772,8851.0,0,24.0,25.5,,,0.0,0
55773,9099.0,7,14.0,15.75,-1,,0.0,-1
55774,9099.0,0,17.0,19.25,",23.5",,0.37,0
55775,9099.0,2,21.0,,23.5,,0.37,1
55776,9253.0,8,7.0,7.25,,,0.0,0
55777,9253.0,8,24.0,25.0,",25.5",,4.32,0
55778,9253.0,9,14.0,,",14.5,18.25",,8.379999999999999,0
55779,9253.0,5,17.0,17.5,",18.25,22.25,23.75",,5.66,0
55780,9253.0,4,21.0,,",22.25,23.75,25.5",,9.11,0
55781,9437.0,9,7.0,14.25,,,0.0,0
55782,9437.0,0,17.0,17.25,",19.25,20.0,21.0,22.5",,13.73,0
55783,9437.0,3,21.0,,",21.0,22.5,28.0",,6.17,0
55784,9437.0,1,24.0,24.25,",28.0",,1.09,0
55785,9605.0,7,7.0,7.5,-1,,0.0,-1
55786,9605.0,7,24.0,27.75,27.0,,17.59,1
55787,9605.0,9,21.0,,",27.0",27.0,17.59,1
55788,9706.0,3,7.0,8.25,",8.75,10.75",,6.4,0
55789,9706.0,3,21.0,22.5,",23.0",23.0,7.7,1
55790,9706.0,3,24.0,26.0,",24.5,25.75,26.0,28.75,29.25",,9.700000000000001,0
55791,9706.0,4,14.0,,",14.75,19.0,23.0,23.5,23.75",,19.59,0
55792,9817.0,8,17.0,19.75,",18.5",18.5,22.86,1
55793,9817.0,4,21.0,,",23.0",23.0,40.15,1
55794,9817.0,2,24.0,,-1,,0.0,-1
55795,9845.0,5,7.0,7.75,",11.75,12.25",,4.5,0
55796,9845.0,6,17.0,17.25,",17.25,19.75,20.75",20.75,13.17,1
55797,9845.0,7,21.0,21.5,23.5,,7.2,1
55798,9845.0,9,24.0,,",29.0",,5.65,0
55799,10111.0,4,7.0,12.5,",7.0,10.0,15.0,15.25,15.5",,8.72,0
55800,10111.0,3,14.0,15.5,",15.0,15.25,15.5,20.5,20.75",,7.340000000000001,0
55801,10111.0,5,17.0,17.5,",20.5,20.75,22.25,22.5,23.5",23.5,7.109999999999999,1
55802,10111.0,1,21.0,22.0,",22.25,22.5,23.5,25.5",25.5,18.62,1
55803,10111.0,8,24.0,24.0,",25.5",25.5,12.71,1
55804,10284.0,2,7.0,8.25,8.75,,18.29,1
55805,10284.0,5,21.0,,",24.5",24.5,17.11,1
55806,10284.0,6,24.0,24.5,",24.5",24.5,17.11,1
55807,10299.0,0,7.0,8.5,",8.5",8.5,15.47,1
55808,10299.0,4,14.0,,",14.75,18.25",18.25,28.229999999999997,1
55809,10299.0,8,17.0,18.25,",18.25",18.25,12.7,1
55810,10299.0,9,21.0,,",21.0",21.0,17.54,1
55811,10299.0,3,24.0,28.0,",24.25",24.25,24.29,1
55812,10330.0,0,7.0,7.0,",10.5",10.5,18.78,1
55813,10330.0,5,14.0,14.75,,,0.0,0
55814,10330.0,3,17.0,17.5,,,0.0,0
55815,10330.0,1,21.0,21.0,,,0.0,0
55816,10335.0,2,7.0,,-1,,0.0,-1
55817,10335.0,3,14.0,,",14.5",,2.96,0
55818,10335.0,6,17.0,17.25,",22.0,22.25,24.25",24.25,82.53,1
55819,10335.0,8,21.0,25.25,",22.0,22.25,24.25",24.25,82.53,1
55820,10445.0,1,14.0,16.75,",17.0,17.75,18.0,18.75",,10.61,0
55821,10445.0,1,24.0,25.0,",24.25,26.5,27.5",,3.0600000000000005,0
55822,10445.0,6,17.0,20.5,",17.0,17.75,18.0,18.75",18.75,10.61,1
55823,10445.0,8,21.0,22.5,",21.0,24.25",,4.95,0
55824,10831.0,3,7.0,8.5,",8.75",8.75,8.11,1
55825,10831.0,3,21.0,,",21.25,23.5,23.75",,4.5,0
55826,10831.0,5,17.0,19.75,",18.75,21.25,23.5,23.75",,4.7700000000000005,0
55827,10866.0,8,14.0,14.25,",14.75",14.75,23.64,1
55828,10866.0,9,21.0,21.0,",22.0",22.0,17.29,1
55829,10866.0,7,24.0,25.0,24.75,,12.64,1
55830,10901.0,4,7.0,,",10.5,12.0,14.75",14.75,27.119999999999997,1
55831,10901.0,9,17.0,,",17.0",17.0,15.32,1
55832,10901.0,9,21.0,,",25.0",25.0,18.14,1
55833,10901.0,7,24.0,24.0,25.0,,18.14,1
55834,11477.0,8,14.0,16.5,",18.5",,1.85,0
55835,11477.0,3,17.0,,",18.5,23.75",,2.5700000000000003,0
55836,11477.0,6,21.0,22.0,",23.75,25.75,29.75",,1.88,0
55837,11477.0,6,24.0,26.75,",25.75,29.75",,1.16,0
55838,11705.0,9,7.0,12.0,",7.5",7.5,34.85,1
55839,11705.0,3,14.0,,,,0.0,0
55840,11705.0,3,21.0,,",23.0",23.0,17.79,1
55841,11705.0,8,17.0,17.25,,,0.0,0
55842,11705.0,5,24.0,24.5,,,0.0,0
55843,11810.0,6,7.0,7.75,",11.25,13.5",13.5,10.37,1
55844,11810.0,7,14.0,14.0,-1,,0.0,-1
55845,11810.0,7,17.0,17.75,17.75,,3.88,1
55846,11810.0,7,24.0,24.25,26.25,,3.07,1
55847,12040.0,0,7.0,8.25,",8.75",8.75,10.23,1
55848,12040.0,4,14.0,16.25,",14.0,16.75",16.75,35.25,1
55849,12040.0,4,24.0,,",24.0,27.25,28.5",28.5,33.6,1
55850,12040.0,7,17.0,18.0,17.25,,12.06,1
55851,12040.0,6,21.0,21.0,",22.5",22.5,17.8,1
55852,12115.0,6,7.0,8.75,,,0.0,0
55853,12115.0,0,21.0,,",21.25",21.25,666.86,1
55854,12115.0,7,24.0,,-1,,0.0,-1
55855,12299.0,8,14.0,,",17.75",17.75,78.13,1
55856,12299.0,4,17.0,,",17.75",17.75,78.13,1
