person,offer_id,time_received,time_viewed,time_transaction,time_completed,amount_with_offer,label_effective_offer
12946.0,8,24.0,24.25,",25.0,26.75",,0.92,0
9790.0,3,7.0,,",8.0",,3.64,0
9790.0,3,24.0,24.25,",24.25,24.5,25.5",,7.000000000000001,0
9790.0,9,14.0,,",17.25,17.5,19.0",19.0,20.12,1
12959.0,9,7.0,,",7.25",,0.05,0
12959.0,8,14.0,15.5,",15.75",,1.8,0
12959.0,8,21.0,21.25,",21.5,22.25,24.25,24.75",,4.33,0
12959.0,0,24.0,24.0,",24.25,24.75,29.5",,3.62,0
2925.0,1,7.0,8.0,,,0.0,0
2925.0,1,17.0,17.5,,,0.0,0
2925.0,9,21.0,21.75,",22.5",22.5,36.06,1
12990.0,5,7.0,10.5,",12.25",12.25,9.31,1
12990.0,0,14.0,16.0,",14.0",14.0,13.45,1
12990.0,7,17.0,19.5,-1,,0.0,0
12990.0,8,21.0,22.0,",22.5",22.5,23.14,1
3174.0,2,7.0,8.0,7.25,7.25,20.16,1
3174.0,0,14.0,15.5,",14.25",14.25,22.4,1
3174.0,6,17.0,18.0,",22.5",22.5,14.1,1
3174.0,6,24.0,27.25,,,0.0,0
13025.0,7,7.0,,-1,,0.0,0
13025.0,7,14.0,16.25,-1,,0.0,0
13025.0,0,17.0,18.5,",18.5",18.5,29.4,1
13025.0,8,21.0,21.0,,,0.0,0
2739.0,7,7.0,7.0,7.25,7.25,27.77,1
2739.0,9,17.0,17.5,",18.25",18.25,18.18,1
2739.0,1,21.0,22.75,",25.75",,16.91,0
2739.0,1,24.0,24.75,",25.75",25.75,16.91,1
10602.0,2,7.0,,-1,,0.0,0
10602.0,5,14.0,16.25,",16.5,18.0",,4.16,0
10602.0,0,17.0,17.5,",18.0,21.5",,2.37,0
10602.0,3,21.0,,",21.5,24.75",,4.369999999999999,0
13081.0,7,7.0,7.25,-1,,0.0,0
13081.0,9,14.0,14.75,",16.0",16.0,15.35,1
13081.0,4,17.0,18.0,",22.25,24.5,25.0,25.5,25.75",,73.67,0
13081.0,4,21.0,23.0,",22.25,24.5",24.5,27.58,1
13081.0,2,24.0,25.5,24.5,24.5,13.82,1
13128.0,5,7.0,9.75,",11.75,13.0,13.75",,5.92,0
13128.0,0,17.0,18.0,,,0.0,0
13128.0,3,24.0,,,,0.0,0
13169.0,5,7.0,7.0,",7.75",7.75,9.67,1
13169.0,6,14.0,14.0,",14.0",14.0,15.1,1
13169.0,2,17.0,17.25,19.5,19.5,18.36,1
13169.0,2,24.0,24.75,24.0,24.0,12.38,1
13169.0,3,21.0,21.5,",21.0",21.0,6.05,1
3715.0,0,7.0,11.5,",10.5",10.5,23.0,1
3715.0,4,14.0,,",23.75",23.75,27.64,1
3715.0,3,17.0,17.75,",23.75",23.75,27.64,1
3715.0,8,24.0,24.75,",27.0",27.0,37.89,1
13195.0,2,7.0,9.0,7.5,7.5,1.82,1
13195.0,8,14.0,15.5,",16.5",,2.56,0
13195.0,7,21.0,21.0,22.25,22.25,9.13,1
13195.0,3,24.0,,",25.75",,0.73,0
16107.0,2,7.0,,10.25,10.25,3.22,1
16107.0,2,14.0,,-1,,0.0,0
16107.0,6,17.0,17.25,",22.75,24.25",24.25,10.21,1
16107.0,1,21.0,21.5,",22.75,24.25,25.25",,11.66,0
16367.0,8,7.0,8.25,",8.0",8.0,16.39,1
16367.0,6,14.0,14.0,",14.25",14.25,12.52,1
16367.0,6,17.0,19.0,",17.25",17.25,14.07,1
16367.0,5,21.0,,",22.0",22.0,23.21,1
16367.0,5,24.0,24.25,",24.75",24.75,10.13,1
13237.0,8,7.0,8.75,",9.0",9.0,32.48,1
13237.0,6,14.0,16.25,",17.5,19.0,20.0,23.0",,74.86,0
13237.0,6,17.0,18.0,",17.5",17.5,22.7,1
13237.0,7,24.0,,25.5,25.5,34.84,1
12837.0,2,7.0,,-1,,0.0,0
12837.0,9,14.0,,,,0.0,0
12837.0,8,21.0,23.5,,,0.0,0
12837.0,7,24.0,,-1,,0.0,0
13269.0,0,7.0,7.75,",12.0",12.0,36.24,1
13269.0,3,14.0,15.25,",19.0",,19.92,0
13269.0,3,17.0,17.5,",19.0",19.0,19.92,1
13269.0,3,24.0,24.25,",27.75",27.75,11.86,1
13269.0,1,21.0,22.75,,,0.0,0
13280.0,7,7.0,7.75,-1,,0.0,0
13280.0,6,14.0,14.5,",16.25",,1.13,0
13280.0,4,24.0,27.0,",25.0",,0.43,0
13298.0,9,7.0,,",7.75",,0.96,0
13298.0,0,14.0,14.5,",17.75,19.5",,2.0,0
13298.0,2,24.0,,26.0,26.0,5.12,1
13336.0,2,7.0,13.0,-1,,0.0,0
13336.0,1,17.0,17.0,",18.25",,7.83,0
13336.0,1,21.0,21.5,",24.25,25.25",,3.9600000000000004,0
13339.0,2,7.0,7.25,-1,,0.0,0
13339.0,2,24.0,25.25,25.25,25.25,14.62,1
13339.0,4,14.0,,",17.25,21.5",,35.58,0
13339.0,4,17.0,19.25,",17.25",17.25,23.63,1
13343.0,8,7.0,10.0,",7.0,7.25",,2.8600000000000003,0
13343.0,5,14.0,14.0,",19.0,19.5",,4.26,0
13343.0,1,21.0,21.25,,,0.0,0
12228.0,2,7.0,12.5,9.0,9.0,9.03,1
12228.0,9,14.0,19.75,",17.25",17.25,10.44,1
12228.0,4,21.0,22.5,",24.75,25.75,29.0",29.0,23.21,1
12228.0,1,24.0,25.25,",24.75",24.75,10.36,1
13359.0,7,7.0,7.75,-1,,0.0,0
13359.0,5,14.0,15.25,",19.25",,6.36,0
13359.0,3,21.0,23.5,",24.0",24.0,15.34,1
13359.0,4,24.0,25.0,",24.0,26.5",26.5,26.6,1
13379.0,0,7.0,7.75,",11.25",11.25,12.07,1
13379.0,2,14.0,14.75,15.0,15.0,29.26,1
13379.0,6,17.0,17.0,",19.25",19.25,17.5,1
13379.0,3,21.0,21.25,",21.5",21.5,11.66,1
13381.0,1,7.0,7.5,",8.75,10.75",10.75,24.08,1
13381.0,9,17.0,18.5,",19.75",19.75,14.16,1
13381.0,0,24.0,25.0,",25.5",25.5,22.42,1
12274.0,6,7.0,7.0,",7.0",7.0,34.57,1
12274.0,1,14.0,17.75,",15.0",15.0,19.8,1
12274.0,1,24.0,25.75,",24.0",24.0,26.61,1
12274.0,2,21.0,21.5,21.75,21.75,33.55,1
13386.0,9,7.0,,",12.25",12.25,26.63,1
13386.0,1,14.0,14.25,",14.25",14.25,26.4,1
13386.0,0,24.0,,,,0.0,0
13387.0,4,7.0,,",13.0,14.5,14.75",,10.950000000000001,0
13387.0,4,24.0,,,,0.0,0
13387.0,1,14.0,14.0,",14.5,14.75,17.5,17.75,18.0",,12.459999999999999,0
13387.0,8,17.0,17.5,",17.5,17.75,18.0,19.75,20.0",,14.739999999999998,0
13387.0,5,21.0,21.0,,,0.0,0
15730.0,4,7.0,,",10.25",10.25,25.54,1
15730.0,4,21.0,,",22.75",22.75,41.26,1
15730.0,9,14.0,,,,0.0,0
15730.0,7,24.0,26.75,-1,,0.0,0
13446.0,1,7.0,7.0,,,0.0,0
13446.0,5,14.0,14.5,",20.0",20.0,25.7,1
13446.0,5,24.0,25.0,",27.75",27.75,28.17,1
13446.0,7,17.0,,20.0,20.0,25.7,1
13446.0,6,21.0,21.0,",27.75",27.75,28.17,1
13462.0,9,7.0,14.0,",12.5",,1.43,0
13462.0,1,17.0,18.5,",19.5,19.75,20.5,20.75,21.75",,9.620000000000001,0
13462.0,2,21.0,,21.75,21.75,1.22,1
13476.0,7,7.0,7.5,7.5,7.5,7.9,1
13476.0,8,14.0,,",16.75",16.75,17.87,1
13476.0,3,17.0,17.0,",17.75",17.75,5.49,1
13476.0,1,21.0,22.0,",24.5",24.5,12.28,1
13476.0,2,24.0,24.25,24.5,24.5,12.28,1
13513.0,5,7.0,7.25,",7.75",7.75,29.33,1
13513.0,7,14.0,14.75,14.0,14.0,23.5,1
13513.0,3,17.0,17.75,",18.5",18.5,23.19,1
13513.0,4,24.0,24.75,,,0.0,0
13515.0,4,7.0,8.25,",7.5",7.5,23.82,1
13515.0,5,14.0,14.25,",15.75",15.75,13.54,1
13515.0,8,21.0,21.0,",21.25",21.25,20.48,1
13515.0,0,24.0,27.5,",26.5",26.5,25.24,1
13538.0,9,7.0,8.75,",8.0",8.0,29.16,1
13538.0,9,17.0,,",23.25",23.25,25.91,1
13538.0,7,14.0,14.25,14.25,14.25,20.83,1
13538.0,7,24.0,,-1,,0.0,0
13538.0,4,21.0,23.0,",23.25",23.25,25.91,1
13402.0,1,7.0,8.0,",9.0",9.0,27.33,1
13402.0,2,14.0,15.75,17.75,17.75,13.27,1
13402.0,3,21.0,21.0,",21.25",21.25,22.23,1
13402.0,9,24.0,25.0,",25.75",25.75,26.42,1
13557.0,0,7.0,10.25,,,0.0,0
13557.0,4,14.0,15.0,",15.75",15.75,27.36,1
13557.0,7,17.0,17.0,17.5,17.5,13.86,1
13557.0,7,24.0,25.25,26.0,26.0,28.22,1
13557.0,9,21.0,21.25,",26.0",26.0,28.22,1
13562.0,0,7.0,7.5,,,0.0,0
13562.0,8,14.0,,,,0.0,0
13562.0,8,24.0,24.0,,,0.0,0
13562.0,4,17.0,,,,0.0,0
13562.0,9,21.0,,,,0.0,0
13565.0,1,7.0,10.75,",7.0,11.0,11.25",,5.62,0
13565.0,1,21.0,22.75,",22.75,23.0,23.5,24.0,24.75,25.0",,14.37,0
13565.0,0,14.0,,,,0.0,0
13565.0,0,24.0,24.0,",24.0,24.75,25.0,28.0,28.75",,14.219999999999999,0
13592.0,1,7.0,7.5,,,0.0,0
13592.0,5,17.0,18.0,",19.0",,0.67,0
13592.0,2,21.0,,-1,,0.0,0
13592.0,3,24.0,,",25.25",,1.1400000000000001,0
13595.0,6,7.0,8.0,",9.75,11.5",11.5,17.27,1
13595.0,2,14.0,,16.25,16.25,17.54,1
13595.0,4,17.0,,",21.75,23.5,25.5",25.5,22.73,1
13595.0,3,21.0,,",21.75",21.75,7.63,1
13604.0,0,7.0,7.75,",8.5",8.5,11.94,1
13604.0,8,14.0,15.5,",14.0",14.0,14.33,1
13604.0,2,17.0,17.25,21.0,21.0,12.52,1
13604.0,2,24.0,24.25,-1,,0.0,0
13631.0,6,7.0,10.0,",13.75,16.5",16.5,11.12,1
13631.0,6,17.0,18.0,",24.5,24.75,25.25",25.25,12.25,1
13631.0,9,21.0,,",24.5,24.75,25.25",25.25,12.25,1
13631.0,3,24.0,,",24.5,24.75,25.25",25.25,12.25,1
13646.0,7,7.0,7.25,7.5,7.5,4.62,1
13646.0,5,14.0,15.5,",15.0,16.25",16.25,7.39,1
13646.0,8,17.0,22.0,",18.0,19.25,19.5,21.0",,12.23,0
13646.0,6,24.0,24.5,",24.75,25.5,25.75",25.75,10.760000000000002,1
13651.0,1,7.0,7.0,",7.0",7.0,11.4,1
13651.0,0,14.0,15.25,",16.25",16.25,10.64,1
13651.0,3,21.0,,",26.25",26.25,21.47,1
14237.0,2,7.0,7.5,-1,,0.0,0
14237.0,4,24.0,25.5,,,0.0,0
13690.0,1,7.0,7.0,",8.5",8.5,30.46,1
13690.0,3,14.0,14.0,",14.0",14.0,15.92,1
13690.0,3,24.0,24.25,",24.5",24.5,18.33,1
13690.0,8,21.0,21.5,",21.75",21.75,30.88,1
13694.0,7,7.0,8.5,9.5,9.5,5.66,1
13694.0,5,17.0,17.25,,,0.0,0
13694.0,5,21.0,24.25,",24.75",,6.44,0
13727.0,6,7.0,7.0,",7.25",7.25,12.96,1
13727.0,0,14.0,14.5,",14.0,17.0",17.0,25.53,1
13727.0,0,21.0,21.25,",23.0",23.0,24.01,1
13727.0,5,17.0,17.5,",17.0",17.0,16.34,1
14548.0,6,7.0,9.5,",9.5",9.5,17.28,1
14548.0,5,14.0,14.0,",14.0",14.0,31.41,1
14548.0,5,24.0,24.25,",26.0",26.0,18.37,1
14548.0,2,17.0,,18.75,18.75,34.64,1
14548.0,1,21.0,21.0,",21.75",21.75,44.25,1
13754.0,3,7.0,8.0,",10.25",10.25,24.11,1
13754.0,3,17.0,20.75,",19.25",19.25,27.76,1
13754.0,3,24.0,29.25,,,0.0,0
13754.0,1,21.0,21.0,,,0.0,0
13755.0,2,7.0,13.75,-1,,0.0,0
13755.0,2,14.0,,16.5,16.5,2.26,1
13755.0,2,17.0,17.5,17.75,17.75,3.2800000000000002,1
13755.0,4,21.0,,",21.0,28.0",,5.33,0
13787.0,0,7.0,7.5,",8.75",8.75,11.84,1
13787.0,1,14.0,15.25,",15.75",15.75,10.06,1
13787.0,1,21.0,21.0,",21.25,22.75,23.75",23.75,30.19,1
13787.0,2,17.0,17.0,18.5,18.5,14.03,1
13787.0,7,24.0,25.0,25.5,25.5,7.89,1
11783.0,7,7.0,7.5,-1,,0.0,0
11783.0,7,24.0,24.75,24.0,24.0,6.31,1
11783.0,0,14.0,14.0,",16.75",,2.47,0
11783.0,1,17.0,17.0,",21.5",,0.8,0
11783.0,4,21.0,,",21.5,23.0,24.0,27.0,27.75",,15.49,0
13810.0,6,7.0,7.5,,,0.0,0
13810.0,6,24.0,28.25,",26.75",26.75,26.35,1
13810.0,0,14.0,,",17.5",17.5,20.97,1
13810.0,5,17.0,17.0,",17.5",17.5,20.97,1
13810.0,1,21.0,22.0,,,0.0,0
13813.0,3,7.0,8.75,",9.25",9.25,14.3,1
13813.0,5,14.0,14.0,",14.5,17.25",17.25,23.07,1
13813.0,4,17.0,18.0,",17.25,17.75",17.75,30.85,1
13813.0,1,21.0,21.0,",24.5",24.5,25.02,1
13813.0,2,24.0,25.25,24.5,24.5,25.02,1
13815.0,3,7.0,,",11.5,13.0",13.0,8.76,1
13815.0,3,24.0,24.0,",26.0,29.5",,1.82,0
13815.0,9,14.0,,",19.0,20.25",,2.6100000000000003,0
13815.0,5,17.0,17.0,",19.0,20.25,23.0",,4.9,0
13815.0,6,21.0,21.25,",23.0,26.0,29.5",,4.109999999999999,0
13818.0,5,7.0,7.0,,,0.0,0
13818.0,1,14.0,14.25,,,0.0,0
13818.0,1,21.0,23.5,",23.75",23.75,23.76,1
13818.0,8,24.0,25.0,,,0.0,0
13854.0,5,7.0,7.0,,,0.0,0
13854.0,3,24.0,24.0,",28.25",28.25,18.31,1
13874.0,7,7.0,7.25,9.25,9.25,4.98,1
13874.0,2,14.0,,-1,,0.0,0
13874.0,2,21.0,24.25,24.25,24.25,0.73,1
13874.0,9,17.0,,",20.5",,3.96,0
13880.0,9,7.0,,,,0.0,0
13880.0,9,21.0,21.75,",25.0",,0.88,0
13880.0,5,14.0,15.25,",15.25",,0.6900000000000001,0
13880.0,6,24.0,24.25,",25.0",,0.88,0
13891.0,6,7.0,7.25,,,0.0,0
13891.0,0,17.0,,",23.0",23.0,15.95,1
13891.0,9,21.0,,",23.0",23.0,15.95,1
13891.0,5,24.0,24.25,",24.25",24.25,29.89,1
13916.0,0,7.0,7.25,,,0.0,0
13916.0,3,14.0,15.5,,,0.0,0
13916.0,4,17.0,17.75,,,0.0,0
13916.0,4,24.0,24.0,,,0.0,0
13916.0,1,21.0,21.0,,,0.0,0
13940.0,7,7.0,7.0,7.25,7.25,2.67,1
13940.0,5,14.0,15.5,",15.5,20.25",20.25,10.35,1
13940.0,0,24.0,24.0,",25.75,28.25",,2.6,0
13950.0,5,7.0,7.0,,,0.0,0
13950.0,6,14.0,14.25,,,0.0,0
13950.0,8,17.0,17.75,,,0.0,0
13950.0,0,21.0,21.0,,,0.0,0
13950.0,3,24.0,24.5,,,0.0,0
13962.0,1,7.0,7.25,",8.75",8.75,19.04,1
13962.0,1,24.0,24.25,",24.25",24.25,35.77,1
13962.0,2,14.0,16.25,17.0,17.0,16.31,1
13962.0,9,17.0,17.75,",17.0",17.0,16.31,1
13962.0,7,21.0,21.25,-1,,0.0,0
13970.0,6,7.0,7.0,",15.0",15.0,15.55,1
13970.0,3,14.0,14.75,",15.0",15.0,15.55,1
13970.0,9,17.0,,,,0.0,0
13970.0,5,21.0,25.0,,,0.0,0
13975.0,1,7.0,,,,0.0,0
13975.0,2,14.0,,-1,,0.0,0
13975.0,3,17.0,18.0,,,0.0,0
13975.0,8,21.0,21.0,,,0.0,0
13975.0,4,24.0,,",28.0",,19.97,0
13986.0,5,7.0,7.75,",11.0",11.0,16.09,1
13986.0,5,21.0,21.25,",26.0",26.0,9.09,1
13986.0,4,14.0,14.5,",16.0,17.25",17.25,24.97,1
13986.0,3,17.0,17.25,",17.25",17.25,12.56,1
13986.0,9,24.0,24.25,",26.0,28.0",28.0,18.67,1
13989.0,5,7.0,7.0,",11.5",,2.34,0
13989.0,5,14.0,14.0,",14.75",14.75,7.57,1
13989.0,3,17.0,,",22.5",22.5,10.13,1
13989.0,6,21.0,21.5,",22.5",22.5,10.13,1
13989.0,8,24.0,24.25,",26.5",26.5,5.5,1
10777.0,3,7.0,9.25,",8.5",8.5,34.48,1
10777.0,6,14.0,,",14.0",14.0,24.4,1
10777.0,8,17.0,18.5,",21.25",21.25,16.35,1
10777.0,4,24.0,25.5,",25.75",,18.27,0
14001.0,1,7.0,9.5,",8.5,9.5,10.75,11.5,12.0",,17.76,0
14001.0,1,14.0,,",16.0,18.75",,2.3,0
14001.0,5,17.0,,",18.75,23.0,23.5",,3.54,0
14001.0,8,21.0,22.75,",23.0,23.5,25.0",25.0,9.26,1
14001.0,4,24.0,,",25.0,29.25",,8.690000000000001,0
14003.0,6,7.0,7.5,",7.0,12.5",,2.87,0
14003.0,6,21.0,21.25,",23.75",,4.51,0
14003.0,7,14.0,15.0,-1,,0.0,0
14003.0,7,24.0,26.0,-1,,0.0,0
14005.0,4,7.0,9.0,",8.0",8.0,28.91,1
14005.0,6,14.0,14.25,",14.25",14.25,17.1,1
14005.0,9,17.0,17.5,",22.75",22.75,13.8,1
14017.0,9,7.0,,",8.0,13.5",,9.34,0
14017.0,9,24.0,,",26.5",,1.74,0
14017.0,2,14.0,,-1,,0.0,0
14017.0,2,21.0,,-1,,0.0,0
14020.0,3,7.0,8.5,",8.0",,2.68,0
14020.0,4,14.0,,",15.75,23.75",,8.98,0
14020.0,4,17.0,,",23.75,26.25",,11.58,0
14020.0,4,21.0,,",23.75,26.25,28.75",,13.05,0
14020.0,0,24.0,25.25,",26.25,28.75",,6.02,0
14031.0,9,7.0,,,,0.0,0
14031.0,9,21.0,22.0,",21.25,21.5,23.75,25.0,27.0,27.75,28.0",,8.540000000000001,0
14031.0,7,14.0,16.0,16.25,16.25,3.1,1
14031.0,8,17.0,17.5,",17.5,17.75,18.5,19.0,19.75",19.75,15.99,1
14031.0,3,24.0,25.5,",25.0,27.0,27.75,28.0",,5.01,0
14057.0,6,7.0,7.0,",7.5",,2.34,0
14057.0,0,14.0,15.25,",17.5",,2.05,0
14057.0,8,17.0,17.0,",17.5",,2.05,0
14060.0,2,7.0,8.0,9.5,9.5,18.3,1
14060.0,2,21.0,,24.75,24.75,14.63,1
14060.0,4,14.0,14.25,",16.75,18.25",18.25,39.379999999999995,1
14060.0,8,17.0,17.5,",18.25",18.25,21.7,1
14060.0,1,24.0,24.0,",24.75",24.75,14.63,1
16472.0,0,7.0,7.5,,,0.0,0
16472.0,7,14.0,14.0,-1,,0.0,0
16472.0,9,21.0,21.0,,,0.0,0
14082.0,5,7.0,7.75,",7.0",7.0,18.87,1
14082.0,4,17.0,,",24.5",24.5,25.59,1
14082.0,1,21.0,,",24.5",24.5,25.59,1
14082.0,3,24.0,28.75,",24.5",24.5,25.59,1
14088.0,4,7.0,,",7.0,7.25,12.5",,4.300000000000001,0
14088.0,9,14.0,,",17.25",,7.02,0
14088.0,2,21.0,,23.5,23.5,10.42,1
14088.0,1,24.0,25.0,",26.25,27.0",,4.41,0
14101.0,4,7.0,7.0,",8.0,9.5",9.5,30.84,1
14101.0,1,21.0,21.25,",25.75",,3.91,0
14101.0,5,24.0,24.75,",25.75,26.25",26.25,27.66,1
14105.0,9,7.0,7.25,",8.75",8.75,23.08,1
14105.0,5,14.0,14.0,",17.25",17.25,18.4,1
14105.0,6,17.0,17.5,",17.25",17.25,18.4,1
14105.0,7,24.0,27.0,-1,,0.0,0
14112.0,1,7.0,7.25,",8.5",,2.99,0
14112.0,6,21.0,21.5,",26.0,26.25",,9.17,0
14112.0,0,24.0,24.5,",26.0,26.25",,9.17,0
4752.0,1,7.0,7.0,",10.25,11.5,11.75",,3.19,0
4752.0,4,14.0,,",17.25,21.25,22.25,23.25",,17.32,0
4752.0,4,17.0,,",17.25,21.25,22.25,23.25,24.25",,17.42,0
4752.0,7,21.0,21.0,21.25,21.25,0.1,1
14118.0,7,7.0,7.75,-1,,0.0,0
14118.0,3,14.0,23.75,,,0.0,0
14118.0,5,24.0,24.75,,,0.0,0
10997.0,6,7.0,7.25,,,0.0,0
10997.0,6,21.0,22.5,",22.75,26.0",,9.780000000000001,0
10997.0,9,14.0,,,,0.0,0
14130.0,6,7.0,7.0,",8.5,9.0,9.25,9.5",9.5,10.36,1
14130.0,9,24.0,24.5,",25.25,25.75,28.0",28.0,12.23,1
14179.0,5,7.0,7.0,,,0.0,0
14179.0,7,14.0,14.0,15.5,15.5,2.27,1
14179.0,6,17.0,,",17.75,25.75,26.25,26.75",,12.41,0
14179.0,6,21.0,23.25,",25.75,26.25,26.75",26.75,10.14,1
14179.0,3,24.0,,",25.75,26.25,26.75",26.75,10.14,1
14206.0,2,7.0,,-1,,0.0,0
14206.0,2,14.0,14.75,16.0,16.0,0.8,1
14206.0,2,17.0,,19.25,19.25,2.17,1
14206.0,9,21.0,,",22.0",,1.34,0
14206.0,8,24.0,29.0,,,0.0,0
4841.0,4,7.0,12.0,,,0.0,0
4841.0,6,17.0,17.0,,,0.0,0
4841.0,8,21.0,21.25,,,0.0,0
4841.0,0,24.0,24.75,",29.0",29.0,27.75,1
4747.0,4,7.0,,,,0.0,0
4747.0,8,17.0,19.0,,,0.0,0
4747.0,9,21.0,,,,0.0,0
14314.0,5,7.0,7.75,",8.0,8.25",,3.1799999999999997,0
14314.0,5,14.0,,",16.0,18.0",18.0,7.96,1
14314.0,1,17.0,18.0,",18.0",,5.67,0
14314.0,8,21.0,,,,0.0,0
14314.0,9,24.0,,,,0.0,0
5180.0,1,7.0,7.5,",10.75",10.75,28.45,1
5180.0,8,21.0,21.75,",24.5",24.5,14.01,1
5180.0,2,24.0,25.0,24.5,24.5,14.01,1
14326.0,8,7.0,7.75,",9.25",9.25,31.85,1
14326.0,8,14.0,15.25,",15.25",15.25,22.26,1
14326.0,0,17.0,17.0,",17.25",17.25,27.51,1
14326.0,0,21.0,21.5,",24.0",24.0,39.41,1
14326.0,7,24.0,24.0,24.0,24.0,39.41,1
14347.0,1,7.0,8.0,",7.0",7.0,44.93,1
14347.0,1,14.0,15.25,",18.0,18.5",,53.54,0
14347.0,1,17.0,17.25,",18.0",18.0,29.57,1
14350.0,7,7.0,12.25,-1,,0.0,0
14350.0,5,17.0,18.0,,,0.0,0
14350.0,6,24.0,25.5,,,0.0,0
14369.0,1,7.0,7.25,",7.25,9.0,10.75,11.25,11.75",,17.509999999999998,0
14369.0,2,21.0,,23.25,23.25,0.71,1
14369.0,2,24.0,,26.25,26.25,1.47,1
14393.0,4,7.0,9.25,",11.0",11.0,22.87,1
14393.0,7,14.0,14.0,15.75,15.75,12.47,1
14393.0,9,17.0,17.5,",18.5",18.5,36.9,1
14393.0,9,21.0,23.75,",24.5",24.5,34.03,1
14393.0,0,24.0,25.25,",24.5",24.5,34.03,1
14399.0,0,7.0,8.75,",7.25",7.25,11.31,1
14399.0,5,14.0,14.25,",14.25",14.25,7.66,1
14399.0,5,21.0,21.5,",21.0",21.0,12.76,1
14399.0,5,24.0,27.0,",24.0",24.0,14.73,1
14444.0,6,7.0,7.75,",7.75,10.0",,4.03,0
14444.0,6,21.0,21.5,",26.5,28.25",,3.1100000000000003,0
14444.0,7,14.0,14.0,-1,,0.0,0
14444.0,1,17.0,19.25,,,0.0,0
14444.0,3,24.0,,",26.5,28.25",,3.1100000000000003,0
14447.0,0,7.0,,",8.25",8.25,25.32,1
14447.0,0,17.0,17.75,",17.25",17.25,14.42,1
14447.0,1,14.0,15.0,",16.75",16.75,31.8,1
14447.0,1,24.0,26.5,",24.25",24.25,19.19,1
14447.0,6,21.0,21.25,",21.75",21.75,31.68,1
3200.0,6,7.0,7.5,,,0.0,0
3200.0,0,14.0,,,,0.0,0
3200.0,1,17.0,18.5,,,0.0,0
3200.0,1,21.0,21.0,,,0.0,0
3200.0,4,24.0,24.0,",29.0,29.75",29.75,24.04,1
14098.0,7,7.0,,-1,,0.0,0
14098.0,5,14.0,14.0,",14.75,15.0,15.75,16.75",16.75,9.38,1
14098.0,3,17.0,17.75,",18.25,19.25,19.75,20.0",20.0,14.120000000000001,1
14098.0,0,21.0,22.5,",23.75,25.5,26.5,27.25",,12.19,0
14098.0,2,24.0,24.75,25.5,25.5,0.6000000000000001,1
6186.0,7,7.0,9.5,10.0,10.0,26.02,1
6186.0,7,17.0,17.5,-1,,0.0,0
6186.0,9,21.0,21.25,,,0.0,0
6186.0,3,24.0,24.5,",29.0",29.0,17.3,1
14507.0,7,7.0,9.5,-1,,0.0,0
14507.0,5,24.0,27.0,",28.75",28.75,37.67,1
14526.0,8,7.0,7.0,,,0.0,0
14526.0,1,21.0,21.25,",22.75",22.75,15.24,1
14526.0,4,24.0,,",24.0",,15.32,0
13234.0,8,7.0,7.75,,,0.0,0
13234.0,7,14.0,15.25,-1,,0.0,0
13234.0,9,17.0,,,,0.0,0
14533.0,4,7.0,9.0,",10.25",10.25,24.44,1
14533.0,8,14.0,14.25,",14.75",14.75,22.96,1
14533.0,1,17.0,17.0,",17.25",17.25,27.07,1
14533.0,9,21.0,21.25,",21.0",21.0,19.77,1
14533.0,0,24.0,24.25,",25.25",25.25,33.08,1
14540.0,1,7.0,7.5,",7.75",7.75,29.97,1
14540.0,3,14.0,14.5,",15.25",15.25,21.96,1
14540.0,2,21.0,,-1,,0.0,0
14540.0,2,24.0,,26.25,26.25,26.0,1
14542.0,4,7.0,,",14.25,15.25",,3.65,0
14542.0,4,17.0,,",18.5,22.25,23.75,24.25,24.5,24.75,25.5",25.5,24.580000000000002,1
14542.0,9,14.0,,",14.25,15.25,18.5",,5.13,0
14542.0,6,21.0,22.25,",22.25,23.75,24.25,24.5",24.5,10.93,1
14552.0,5,7.0,7.5,",8.5",8.5,25.2,1
14552.0,6,14.0,14.0,",14.0",14.0,11.16,1
14552.0,6,24.0,24.25,",24.5",24.5,19.46,1
14552.0,9,17.0,17.5,",18.75",,6.91,0
14552.0,4,21.0,23.75,",24.5,27.0",27.0,29.66,1
14574.0,9,7.0,,,,0.0,0
14574.0,0,17.0,17.0,",17.0,18.5",18.5,20.16,1
14574.0,2,21.0,,23.75,23.75,12.56,1
14574.0,7,24.0,25.0,24.5,24.5,9.63,1
14582.0,6,7.0,10.25,",8.75,12.25",12.25,15.030000000000001,1
14586.0,1,7.0,7.0,",7.75",7.75,11.86,1
14586.0,2,14.0,,-1,,0.0,0
14586.0,5,17.0,17.0,",22.25",22.25,10.35,1
14586.0,6,21.0,21.25,",22.25",22.25,10.35,1
14586.0,3,24.0,24.0,",28.25",28.25,16.19,1
14604.0,4,7.0,,",13.25",,9.24,0
14604.0,3,14.0,,,,0.0,0
14604.0,9,17.0,,,,0.0,0
14613.0,2,7.0,,-1,,0.0,0
14613.0,2,24.0,,27.0,27.0,17.21,1
14613.0,3,14.0,,",15.5",15.5,19.61,1
14613.0,1,17.0,18.5,",18.5",18.5,19.27,1
14614.0,5,7.0,7.5,,,0.0,0
14614.0,5,14.0,14.0,,,0.0,0
14614.0,1,17.0,17.0,,,0.0,0
14614.0,4,21.0,,",29.0",,12.63,0
14633.0,4,7.0,9.0,",7.75,8.0",8.0,32.92,1
